CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50111306,SHANGHAI YOU GARDEN,Queens,4107,BELL BLVD,11361,7182293388,Chinese,9/9/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.76339261,-73.77085742,411,19,112300,4138307,4062900013,QN46
40812973,LUNELLA RISTORANTE,Manhattan,173,MULBERRY STREET,10013,2129666639,Italian,9/9/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,34,,,9/11/21,Cycle Inspection / Initial Inspection,40.720158,-73.99698048,102,1,4100,1006964,1004710016,MN24
50006420,TACOS TIJUANA,Brooklyn,5807,5 AVENUE,11220,7184924369,Tex-Mex,9/9/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.64050643,-74.01508313,307,38,10200,3016044,3008560006,BK34
50073169,WHIT'S END,Queens,9702,ROCKAWAY BEACH BLVD,11693,7189454100,Pizza,9/9/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.58488935,-73.81893767,414,32,94201,4448995,4161530091,QN10
41382329,LAS CONCHITAS BAKERY,Brooklyn,4811,5 AVENUE,11220,9178157695,Mexican,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.64608993,-74.00927189,307,38,9800,3348081,3007750004,BK34
50086652,NEW YEE LI RESTAURANT,Brooklyn,6619,FORT HAMILTON PARKWAY,11219,7188338378,Chinese,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,54,,,9/11/21,Cycle Inspection / Initial Inspection,40.62996975,-74.01019193,310,43,21000,3142359,3057570035,BK30
50086652,NEW YEE LI RESTAURANT,Brooklyn,6619,FORT HAMILTON PARKWAY,11219,7188338378,Chinese,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,54,,,9/11/21,Cycle Inspection / Initial Inspection,40.62996975,-74.01019193,310,43,21000,3142359,3057570035,BK30
50083790,METRO EATS,Brooklyn,292,ATLANTIC AVENUE,11201,3477254106,Sandwiches,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.68847461,-73.98884716,302,33,4300,3335912,3001820001,BK38
50072333,CARVEL,Staten Island,4332,AMBOY ROAD,10312,7189846006,Frozen Desserts,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.54541436,-74.16038468,503,51,15601,5133954,5054950001,SI54
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
40664744,STARBUCKS,Manhattan,424,PARK AVENUE SOUTH,10016,2127250637,Coffee/Tea,9/9/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.74403358,-73.9835689,105,2,7400,1016934,1008590039,MN17
50011935,MANUEL E RESTAURANT,Queens,103-28,CORONA AVENUE,11368,7186990003,Latin American,9/9/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,44,,,9/11/21,Cycle Inspection / Initial Inspection,40.74407492,-73.8594459,404,21,41300,4047413,4019290071,QN25
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical,35,,,9/11/21,Cycle Inspection / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
50085357,MEMO SHISH KEBAB,Manhattan,100,WEST   23 STREET,10011,2123812115,Turkish,9/9/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,10,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.74307389,-73.99323711,104,3,9100,1014803,1007980049,MN13
50083790,METRO EATS,Brooklyn,292,ATLANTIC AVENUE,11201,3477254106,Sandwiches,9/9/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.68847461,-73.98884716,302,33,4300,3335912,3001820001,BK38
50114244,LA BELLA FERRARA PASTRY,Manhattan,108,MULBERRY STREET,10013,2129667867,Bakery Products/Desserts,9/9/21,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,41,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71745993,-73.99834781,102,1,4100,1002630,1002050004,MN24
41273144,LA COLOMBE TORREFACTION,Manhattan,319,CHURCH STREET,10013,2123431515,Coffee/Tea,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.71994388,-74.00397551,101,1,3300,1002299,1001940022,MN24
41273144,LA COLOMBE TORREFACTION,Manhattan,319,CHURCH STREET,10013,2123431515,Coffee/Tea,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.71994388,-74.00397551,101,1,3300,1002299,1001940022,MN24
50068252,ICE CREAM HOUSE ON BEDFORD,Brooklyn,873,BEDFORD AVENUE,11205,3479922344,Frozen Desserts,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.69392881,-73.95600161,303,33,24100,3048553,3017500011,BK75
50006420,TACOS TIJUANA,Brooklyn,5807,5 AVENUE,11220,7184924369,Tex-Mex,9/9/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.64050643,-74.01508313,307,38,10200,3016044,3008560006,BK34
41692397,LA BELLA VITA,Manhattan,163,MULBERRY STREET,10013,2127758484,Italian,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,46,,,9/11/21,Cycle Inspection / Initial Inspection,40.71974629,-73.99714283,102,1,4100,1006969,1004710021,MN24
50011935,MANUEL E RESTAURANT,Queens,103-28,CORONA AVENUE,11368,7186990003,Latin American,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,44,,,9/11/21,Cycle Inspection / Initial Inspection,40.74407492,-73.8594459,404,21,41300,4047413,4019290071,QN25
50015385,PIZZA D'AMORE,Brooklyn,3003,AVENUE U,11229,9293339553,Pizza,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.60076582,-73.93884288,315,46,56800,3199145,3073380048,BK44
50101167,SANT AMBROEUS,Manhattan,200,VESEY STREET,10281,2127320907,American,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,9/9/21,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71443965,-74.01549311,101,1,31703,1000059,1000160140,MN25
50088158,XIANG HOTPOT,Brooklyn,5816,FORT HAMILTON PARKWAY,11219,7188515888,Chinese,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.63393358,-74.00430183,312,38,11600,3140591,3057017501,BK88
50006420,TACOS TIJUANA,Brooklyn,5807,5 AVENUE,11220,7184924369,Tex-Mex,9/9/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.64050643,-74.01508313,307,38,10200,3016044,3008560006,BK34
50011723,NEW FRESCO TORTILLAS TOMMY'S KITCHEN,Bronx,1041,MORRIS PARK AVENUE,10461,7188928681,Chinese/Cuban,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39,,,9/11/21,Cycle Inspection / Initial Inspection,40.8486938,-73.85494796,211,13,25200,2045492,2041280033,BX37
50017261,CAFE DE NOVO,Manhattan,94 1/2,GREENWICH STREET,10006,9175028199,American,9/9/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.70807752,-74.01355111,,,,,,
50059007,LUCKY SMILE RESTAURANT,Bronx,778,ALLERTON AVENUE,10467,7185473350,Chinese,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.86548093,-73.8642102,211,13,32800,2051508,2044390076,BX07
50036924,ABUMI SUSHI,Manhattan,207,EAST   26 STREET,10010,2125328783,Japanese,9/9/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,52,,,9/11/21,Cycle Inspection / Initial Inspection,40.74055013,-73.98132517,106,2,6600,1019865,1009070101,MN20
50011723,NEW FRESCO TORTILLAS TOMMY'S KITCHEN,Bronx,1041,MORRIS PARK AVENUE,10461,7188928681,Chinese/Cuban,9/9/21,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,39,,,9/11/21,Cycle Inspection / Initial Inspection,40.8486938,-73.85494796,211,13,25200,2045492,2041280033,BX37
50083790,METRO EATS,Brooklyn,292,ATLANTIC AVENUE,11201,3477254106,Sandwiches,9/9/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.68847461,-73.98884716,302,33,4300,3335912,3001820001,BK38
50038460,CLINTON HALL,Manhattan,90,WASHINGTON STREET,10006,2123636000,American,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.70807466,-74.01444562,101,1,1300,1000793,1000170029,MN25
50111306,SHANGHAI YOU GARDEN,Queens,4107,BELL BLVD,11361,7182293388,Chinese,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.76339261,-73.77085742,411,19,112300,4138307,4062900013,QN46
50107362,ZAKI'S HALAL FOOD,Queens,10815,101ST AVE,11419,3474750088,Middle Eastern,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,9/9/21,9/11/21,Pre-permit (Operational) / Initial Inspection,40.68736297,-73.83511512,409,28,11000,4197912,4094100030,QN54
50046747,MCDONALD'S,Brooklyn,428,KNICKERBOCKER AVENUE,11237,7189197660,Hamburgers,9/9/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.69949741,-73.91959099,304,37,43100,3074787,3032780032,BK77
50110984,DUNKIN & BASKIN ROBBINS,Queens,6401,108TH ST,11375,7182754575,American,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.73283901,-73.8495434,406,29,74300,4051638,4021700001,QN17
50065620,FULTON LANDING SEAFOOD CO,Brooklyn,445,ALBEE SQUARE WEST,11201,7184066602,Seafood,9/9/21,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.69082623,-73.98345225,302,33,1500,3397861,3001497501,BK38
50112388,ROSIE PIZZA BAR,Brooklyn,128,CENTRAL AVENUE,11221,7184404369,Pizza,9/9/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11,A,9/9/21,9/11/21,Pre-permit (Operational) / Initial Inspection,40.69991223,-73.92840106,304,34,42300,3072484,3031840037,BK78
40886613,D'ANGELO'S PIZZERIA AND RESTAURANT,Queens,63-27,108 STREET,11375,7184596074,Pizza,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,9/11/21,Cycle Inspection / Initial Inspection,40.7341876,-73.85024036,406,29,74300,4051565,4021680001,QN17
40886613,D'ANGELO'S PIZZERIA AND RESTAURANT,Queens,63-27,108 STREET,11375,7184596074,Pizza,9/9/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,9/11/21,Cycle Inspection / Initial Inspection,40.7341876,-73.85024036,406,29,74300,4051565,4021680001,QN17
50006098,SCALINO G.P.,Brooklyn,659,MANHATTAN AVENUE,11222,7183898600,Italian,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.72459147,-73.95127312,301,33,56900,3066068,3026450122,BK76
40812973,LUNELLA RISTORANTE,Manhattan,173,MULBERRY STREET,10013,2129666639,Italian,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,,,9/11/21,Cycle Inspection / Initial Inspection,40.720158,-73.99698048,102,1,4100,1006964,1004710016,MN24
50036053,ASADERO LA FOGATA,Queens,10840,CORONA AVE,11368,3476146034,Latin American,9/9/21,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Critical,,,,9/11/21,Trans Fat / Initial Inspection,40.74253126,-73.85416592,404,21,43900,4047913,4019440205,QN25
41271730,AMC THEATRES,Manhattan,570,2 AVENUE,10016,2124470638,American,9/9/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,17,,,9/11/21,Cycle Inspection / Initial Inspection,40.74305532,-73.97704443,106,2,7000,1087237,1009360001,MN20
50005180,J & B YUMMY PIZZA,Brooklyn,5507,5 AVENUE,11220,7184391105,Pizza,9/9/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.64218645,-74.0133359,307,38,10000,3015006,3008320006,BK34
41382329,LAS CONCHITAS BAKERY,Brooklyn,4811,5 AVENUE,11220,9178157695,Mexican,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.64608993,-74.00927189,307,38,9800,3348081,3007750004,BK34
50106074,TANDOORI HUT,Queens,11908,94TH AVE,11419,9179433241,Indian,9/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,9/11/21,Pre-permit (Operational) / Compliance Inspection,40.69374726,-73.82761295,409,28,14800,4199132,4094370004,QN54
50114244,LA BELLA FERRARA PASTRY,Manhattan,108,MULBERRY STREET,10013,2129667867,Bakery Products/Desserts,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,41,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.71745993,-73.99834781,102,1,4100,1002630,1002050004,MN24
40598933,MARIO'S PIZZERIA,Brooklyn,224,DEKALB AVENUE,11205,7182609520,Pizza,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,53,,,9/11/21,Cycle Inspection / Initial Inspection,40.68950338,-73.9704245,302,35,18100,3059083,3021040030,BK68
50046747,MCDONALD'S,Brooklyn,428,KNICKERBOCKER AVENUE,11237,7189197660,Hamburgers,9/9/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,9/9/21,9/11/21,Cycle Inspection / Initial Inspection,40.69949741,-73.91959099,304,37,43100,3074787,3032780032,BK77
50073073,WILD GINGER VEGAN BJQ,Brooklyn,182,NORTH   10 STREET,11211,7182188828,Vegan,9/9/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,,,9/11/21,Cycle Inspection / Initial Inspection,40.71902944,-73.9552238,301,33,51700,3399887,3023050017,BK73
