CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50112010,PANDA ABC,Brooklyn,4621,AVENUE D,11203,7186293032,Chinese,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.64191234,-73.93294965,317,45,84000,3112290,3049630041,BK91
41662075,AZIZA'S CAFE & LOUNGE,Manhattan,45,1 AVENUE,10003,2127773778,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.72440353,-73.98762169,103,2,3602,1006132,1004440034,MN22
50074520,EL POLLO INKA PERU,Queens,8920,101ST AVE,11416,6466512258,Peruvian,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,,,9/11/21,Cycle Inspection / Initial Inspection,40.6828639,-73.85087526,409,32,4001,4189113,4090930010,QN53
50111889,FOUR SEASONS GOURMET,Brooklyn,3071,BRIGHTON    4 STREET,11235,7202299377,Middle Eastern,9/7/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,30,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.57764598,-73.96342936,313,48,36200,3244841,3086740074,BK19
50075946,EM STAR CAFE,Manhattan,19,DIVISION STREET,10002,6465068008,Chinese,9/7/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25,,,9/11/21,Cycle Inspection / Initial Inspection,40.71408657,-73.99662364,103,1,800,1003520,1002810055,MN27
50111889,FOUR SEASONS GOURMET,Brooklyn,3071,BRIGHTON    4 STREET,11235,7202299377,Middle Eastern,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.57764598,-73.96342936,313,48,36200,3244841,3086740074,BK19
50061293,AL-NAIMAT,Queens,3703,74TH ST,11372,7184761100,Indian,9/7/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,55,,,9/11/21,Cycle Inspection / Initial Inspection,40.74859765,-73.89176306,403,25,28900,4029826,4012850033,QN28
41558982,GOLDEN EAGLE RESTAURANT,Bronx,97579,MORRIS PARK AVENUE,,7188634028,American,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,2,
50091970,HUDSON BAGEL,Manhattan,82,CHRISTOPHER STREET,10014,7188096990,Bagels/Pretzels,9/7/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,45,,,9/11/21,Cycle Inspection / Initial Inspection,40.73345912,-74.00376343,102,3,7300,1010197,1005910048,MN23
40521343,MCDONALD'S,Staten Island,803,FOREST AVENUE,10310,7188766088,Hamburgers,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.62901156,-74.11561493,501,49,10500,5095151,5001830001,SI35
50072341,DELICIOUS HUANG BAKERY,Manhattan,139,HESTER STREET,10002,2129252471,Chinese,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71705084,-73.99468993,103,1,1600,1003945,1003040035,MN27
50092688,THE HALAL BROS OF NY,Queens,24601,JERICHO TPKE,11426,7184813183,Middle Eastern,9/7/21,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,12,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.725028,-73.7220135,413,23,161700,4176918,4086600010,QN43
50087283,SOUP KITCHEN,Manhattan,259,WEST   55 STREET,10019,2129560900,Soups,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.76505011,-73.9829536,105,3,13700,1024867,1010270001,MN17
50079237,RAMEN SPOT,Brooklyn,760,MANHATTAN AVENUE,11222,6466781788,Asian/Asian Fusion,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,16,,,9/11/21,Cycle Inspection / Initial Inspection,40.72667798,-73.95243694,301,33,56100,3330096,3026200001,BK76
50078158,ZURUTTO RAMEN & GYOZA BAR,Manhattan,142,WEST   72 STREET,10023,2124980022,Japanese,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.77802689,-73.98028918,107,6,15700,1081478,1011430049,MN14
40760523,ROSA MEXICANO,Manhattan,61,COLUMBUS AVENUE,10023,2129777700,Mexican,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.77119568,-73.9833275,107,3,14900,1027461,1011157502,MN14
50073170,THE COFFEE SHOP,Brooklyn,269,NASSAU AVENUE,11222,7185064669,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.72596171,-73.94088145,301,33,58900,3066646,3026580034,BK76
41105300,"DUNKIN',' BASKIN ROBBINS",Brooklyn,1710,EASTERN PARKWAY,11233,6463548755,American,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.6728207,-73.91179685,316,41,36300,3039258,3014600073,BK79
41115762,SPRING GARDENS RESTAURANT,Queens,135-29,SPRINGFIELD BOULEVARD,11413,7183414480,Caribbean,9/7/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.678512,-73.75440355,413,31,35800,4279989,4130140012,QN66
50005943,GIARDINI PIZZA,Brooklyn,363,SMITH STREET,11231,7185965320,Pizza,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.67952161,-73.99533108,306,39,7700,3007552,3004500001,BK33
50109077,PIZZA HUT,Bronx,2019,WESTCHESTER AVENUE,10462,4692840850,Pizza,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,9/7/21,9/11/21,Pre-permit (Operational) / Initial Inspection,40.83365229,-73.85687448,209,18,22200,2028932,2039320033,BX46
50091970,HUDSON BAGEL,Manhattan,82,CHRISTOPHER STREET,10014,7188096990,Bagels/Pretzels,9/7/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,45,,,9/11/21,Cycle Inspection / Initial Inspection,40.73345912,-74.00376343,102,3,7300,1010197,1005910048,MN23
50011906,BROADWAY JOE'S PIZZA,Bronx,5985,BROADWAY,10471,7187960376,Pizza,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.88988637,-73.89807493,208,11,28500,2084209,2058011035,BX29
50011906,BROADWAY JOE'S PIZZA,Bronx,5985,BROADWAY,10471,7187960376,Pizza,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.88988637,-73.89807493,208,11,28500,2084209,2058011035,BX29
50078158,ZURUTTO RAMEN & GYOZA BAR,Manhattan,142,WEST   72 STREET,10023,2124980022,Japanese,9/7/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.77802689,-73.98028918,107,6,15700,1081478,1011430049,MN14
50060964,AUNTIE ANNE'S PRETZELS,Queens,4028,COLLEGE POINT BLVD,11354,7188865751,Hotdogs/Pretzels,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.7571938,-73.83397423,407,20,87100,4539469,4050667503,QN22
50001430,FOO-HING KITCHEN,Bronx,2895,SEDGWICK AVENUE,10468,7188846267,Chinese,9/7/21,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.87494413,-73.90126191,208,14,27300,2015579,2032530250,BX28
50005874,KENNEDY FRIED CHICKEN,Brooklyn,783,HICKS STREET,11231,9293059882,Chicken,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.67615375,-74.00502199,306,38,5900,3332118,3005390001,BK33
50005874,KENNEDY FRIED CHICKEN,Brooklyn,783,HICKS STREET,11231,9293059882,Chicken,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.67615375,-74.00502199,306,38,5900,3332118,3005390001,BK33
50107783,Lulu & Dino Cafe,Queens,21902,NORTHERN BLVD,11361,5167763000,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,43,Z,9/7/21,9/11/21,Pre-permit (Operational) / Re-inspection,40.76126262,-73.76273189,411,19,147100,4160939,4074720001,QN46
50047486,BEYTI KEBAB,Brooklyn,414,BRIGHTON BEACH AVENUE,11235,7183327900,Turkish,9/7/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,28,,,9/11/21,Cycle Inspection / Initial Inspection,40.57724787,-73.963048,313,48,36002,3245088,3086880072,BK19
50072660,PROONG NOODLE BAR,Manhattan,347,1 AVENUE,10010,2124751564,Japanese,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.73507954,-73.97970656,106,2,6400,1020540,1009260035,MN21
50112922,SOBOL,Queens,3922,BELL BLVD,11361,7183969963,"Juice, Smoothies, Fruit Salads",9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,9/7/21,9/11/21,Pre-permit (Operational) / Initial Inspection,40.76498631,-73.77172915,411,19,112300,4137547,4062370018,QN46
41722813,PONCHE TAQUERIA,Manhattan,420,WEST   49 STREET,10019,2125811235,Mexican,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.76319277,-73.99024607,104,3,12700,1026614,1010580043,MN15
41722813,PONCHE TAQUERIA,Manhattan,420,WEST   49 STREET,10019,2125811235,Mexican,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.76319277,-73.99024607,104,3,12700,1026614,1010580043,MN15
50070527,BLACK STONE COFFEE ROASTERS,Manhattan,502,HUDSON STREET,10014,2129896131,American,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.73314885,-74.0063794,102,3,7300,1011133,1006190001,MN23
50070527,BLACK STONE COFFEE ROASTERS,Manhattan,502,HUDSON STREET,10014,2129896131,American,9/7/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.73314885,-74.0063794,102,3,7300,1011133,1006190001,MN23
50112595,WENDY'S,Manhattan,938,8 AVENUE,10019,2129774785,American,9/7/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19,Z,9/7/21,9/11/21,Pre-permit (Operational) / Re-inspection,40.76572267,-73.98358519,105,3,13700,1024870,1010270004,MN17
50087283,SOUP KITCHEN,Manhattan,259,WEST   55 STREET,10019,2129560900,Soups,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.76505011,-73.9829536,105,3,13700,1024867,1010270001,MN17
41694676,SUBWAY,Manhattan,111,CENTRAL PARK NORTH,10026,2122222520,Sandwiches,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.79860198,-73.95330637,110,9,21600,1087691,1018207503,MN11
50111874,CUTLETS SANDWICH CO,Manhattan,213,WEST   35 STREET,10001,2125186091,Sandwiches,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.7519393,-73.99079633,105,3,10900,1014428,1007850029,MN17
50114184,FARMS KITCHEN 2,Queens,10911,FARMERS BLVD,11412,5162652685,Chicken,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.70366895,-73.76671385,412,27,50400,4233799,4109230005,QN07
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BOULEVARD,,2126662904,Chicken,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BOULEVARD,,2126662904,Chicken,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,0,0,,,,,1,
40862111,LIL FRANKIE'S PIZZA,Manhattan,19,1 AVENUE,10003,2124204900,Italian,9/7/21,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,,,9/11/21,Cycle Inspection / Initial Inspection,40.72346764,-73.9882929,103,2,3602,1006096,1004430036,MN22
50070527,BLACK STONE COFFEE ROASTERS,Manhattan,502,HUDSON STREET,10014,2129896131,American,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.73314885,-74.0063794,102,3,7300,1011133,1006190001,MN23
50011814,HARLEM FOOD CT,Manhattan,66,WEST  116 STREET,10026,2127227300,American,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,Z,9/7/21,9/11/21,Cycle Inspection / Re-inspection,40.80166323,-73.94886508,110,9,19000,1051423,1015990068,MN11
50061293,AL-NAIMAT,Queens,3703,74TH ST,11372,7184761100,Indian,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,55,,,9/11/21,Cycle Inspection / Initial Inspection,40.74859765,-73.89176306,403,25,28900,4029826,4012850033,QN28
50087283,SOUP KITCHEN,Manhattan,259,WEST   55 STREET,10019,2129560900,Soups,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.76505011,-73.9829536,105,3,13700,1024867,1010270001,MN17
50013701,DEVOCION,Brooklyn,69,GRAND STREET,11249,7182856180,Coffee/Tea,9/7/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,9/7/21,9/11/21,Cycle Inspection / Initial Inspection,40.71584887,-73.96486831,301,33,55500,3062570,3023780029,BK73
50080877,TEXAS CHICKEN & BURGERS,Queens,8786,PARSONS BLVD,11432,3479607358,Chicken,9/7/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,,9/11/21,Cycle Inspection / Initial Inspection,40.70712316,-73.8024601,412,24,23600,4208934,4097630040,QN35
50072341,DELICIOUS HUANG BAKERY,Manhattan,139,HESTER STREET,10002,2129252471,Chinese,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.71705084,-73.99468993,103,1,1600,1003945,1003040035,MN27
41694966,SHINJUKU,Brooklyn,1664,SHEEPSHEAD BAY ROAD,11235,7189344273,Japanese,9/7/21,Establishment re-opened by DOHMH.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,Z,9/7/21,9/11/21,Cycle Inspection / Reopening Inspection,40.58640873,-73.95227801,315,48,60600,3204923,3074590040,BK17
50075774,EL CAMPEON DE LOS POLLOS 2,Queens,10309,101ST AVE,11416,7184801552,Latin American,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36,,,9/11/21,Cycle Inspection / Initial Inspection,40.68604381,-73.83974812,409,28,11600,4197732,4094050034,QN54
50070527,BLACK STONE COFFEE ROASTERS,Manhattan,502,HUDSON STREET,10014,2129896131,American,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,9/11/21,Cycle Inspection / Initial Inspection,40.73314885,-74.0063794,102,3,7300,1011133,1006190001,MN23
50035589,DAE SONG CHINESE RESAURANT,Queens,4332,CORPORAL KENNEDY ST,11361,7182292279,Chinese,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,,,9/11/21,Cycle Inspection / Initial Inspection,40.76010557,-73.77422944,411,19,146700,4000000,4062790021,QN46
50035589,DAE SONG CHINESE RESAURANT,Queens,4332,CORPORAL KENNEDY ST,11361,7182292279,Chinese,9/7/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,,,9/11/21,Cycle Inspection / Initial Inspection,40.76010557,-73.77422944,411,19,146700,4000000,4062790021,QN46
41693205,M & O BAGELS,Queens,9219,101 AVENUE,11416,7183233100,American,9/7/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,,,9/11/21,Cycle Inspection / Initial Inspection,40.68395239,-73.84788378,409,32,3800,4188541,4090660030,QN53
50104980,5 STAR PIZZA,Bronx,295,EAST GUN HILL ROAD,10467,3478437342,Pizza,9/7/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,Z,9/7/21,9/11/21,Pre-permit (Operational) / Re-inspection,40.87918621,-73.87462213,207,11,43100,2018623,2033560001,BX43
