CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50039514,CATANIA'S PIZZA CAFE,Bronx,2307,ARTHUR AVENUE,10458,7185843583,Pizza,9/8/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.85374924,-73.8891332,206,15,39100,2011882,2030650001,BX06
50002632,O'NEILL'S,Queens,64-21,53 DRIVE,11378,7184570100,American,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.72866792,-73.90089498,405,30,51500,4054719,4023740101,QN30
50017706,LITTLE CUPCAKE BAKESHOP,Brooklyn,598,VANDERBILT AVENUE,11238,7187830770,Coffee/Tea,9/8/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,,,9/11/21,Cycle Inspection / Initial Inspection,40.67840851,-73.96860156,308,35,16300,3028426,3011510044,BK64
40525767,CAPRI II PIZZA,Bronx,149,DREISER LOOP,10475,7186713822,Pizza,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.87651579,-73.82991803,210,12,46201,2097469,2051410500,BX13
41143410,PRESS 195,Queens,4011,BELL BOULEVARD,11361,7182811950,Sandwiches/Salads/Mixed Buffet,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.76411249,-73.77123759,411,19,112300,4138268,4062880006,QN46
41639326,ALIADA,Queens,2919,BROADWAY,11106,7189322240,Greek,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,31,,,9/11/21,Cycle Inspection / Initial Inspection,40.7626236,-73.92675948,401,22,7500,4445864,4005880001,QN70
50101991,GREAT WALL,Bronx,594,GRAND CONCOURSE,10451,7189935420,Chinese,9/8/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,39,,,9/11/21,Cycle Inspection / Initial Inspection,40.8197062,-73.92675784,204,17,6100,2002446,2024430040,BX14
50033770,TASTY AND CO,Queens,9419,63RD DR,11374,7188972288,Chinese/Japanese,9/8/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.72883497,-73.86315475,406,29,69300,4072100,4030810124,QN18
50110227,LENNY'S PIZZERIA,Queens,4408,GREENPOINT AVE,11104,7187868100,Pizza,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.74144102,-73.92073466,402,26,18300,4001970,4001670001,QN31
50098045,CROWN FRIED CHICKEN GRILL & SALAD,Brooklyn,2962,FULTON STREET,11208,7182350300,Chicken,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.67970043,-73.88536404,305,37,117000,3087995,3039540017,BK82
50043143,IHOP,Queens,15517,NORTHERN BLVD,11354,7183535576,Pancakes/Waffles,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.76429543,-73.80980582,407,19,117100,4119259,4052710001,QN51
50075754,KIDDIE CAKES,Staten Island,6378,AMBOY ROAD,10309,7183563111,American,9/8/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.52217994,-74.21679546,503,51,22600,5087260,5077020025,SI11
40720511,AMBROSINOS PIZZERIA,Staten Island,3161,AMBOY ROAD,10306,7189878800,Pizza,9/8/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18,,,9/11/21,Cycle Inspection / Initial Inspection,40.56365626,-74.13251781,503,51,14606,5107641,5044720001,SI54
50002106,PYRAMIDS HOOKAH AND BAR,Queens,40-19,BELL BOULEVARD,11361,7187466524,American,9/8/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,9/8/21,9/11/21,Cycle Inspection / Re-inspection,40.76407402,-73.77121606,411,19,112300,4438269,4062880001,QN46
50088568,REALCARIBBEANPOT RESTAURANT & BAKERY,Brooklyn,3018,CHURCH AVENUE,11226,3474259260,Caribbean,9/8/21,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 165º F or above within 2 hours.,Critical,26,,,9/11/21,Cycle Inspection / Initial Inspection,40.6508056,-73.94929828,317,40,82400,3109237,3048840009,BK95
50098045,CROWN FRIED CHICKEN GRILL & SALAD,Brooklyn,2962,FULTON STREET,11208,7182350300,Chicken,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,9/11/21,Cycle Inspection / Initial Inspection,40.67970043,-73.88536404,305,37,117000,3087995,3039540017,BK82
50001114,Pick-A-Bagel,Manhattan,1101,LEXINGTON AVENUE,10075,2125176590,Bagels/Pretzels,9/8/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.77376441,-73.95975049,108,4,14000,1043195,1014120022,MN40
41397322,GOLDEN DRAGON RESTAURANT,Brooklyn,394,METROPOLITAN AVENUE,11211,7187828024,Chinese,9/8/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,,9/11/21,Cycle Inspection / Initial Inspection,40.7140586,-73.95506843,301,34,51900,3062508,3023690017,BK73
50001114,Pick-A-Bagel,Manhattan,1101,LEXINGTON AVENUE,10075,2125176590,Bagels/Pretzels,9/8/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,38,,,9/11/21,Cycle Inspection / Initial Inspection,40.77376441,-73.95975049,108,4,14000,1043195,1014120022,MN40
50033770,TASTY AND CO,Queens,9419,63RD DR,11374,7188972288,Chinese/Japanese,9/8/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,,,9/11/21,Cycle Inspection / Initial Inspection,40.72883497,-73.86315475,406,29,69300,4072100,4030810124,QN18
50002097,PANINO RUSTICO,Brooklyn,8222,17 AVENUE,11214,7182366343,Italian,9/8/21,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,13,A,9/8/21,9/11/21,Cycle Inspection / Initial Inspection,40.61070453,-74.002676,311,43,18200,3164236,3063060048,BK28
50114821,REPOSTERIA  NITIN,Bronx,2312,GRAND CONCOURSE,10458,7182956522,Bakery Products/Desserts,9/8/21,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,39,N,,9/11/21,Pre-permit (Operational) / Initial Inspection,40.85782116,-73.89970403,205,15,38301,2013734,2031590003,BX40
50070309,JOE COFFEE COMPANY,Brooklyn,102,HICKS STREET,11201,3474220304,Coffee/Tea,9/8/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,9/11/21,Cycle Inspection / Initial Inspection,40.69862793,-73.99425503,302,33,100,3001680,3002250020,BK09
50055023,BOGATY,Brooklyn,9522,AVENUE L,11236,7182850700,Bagels/Pretzels,9/8/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24,,,9/11/21,Cycle Inspection / Initial Inspection,40.63781752,-73.89659143,318,46,101000,3232742,3082600042,BK50
